"beneficiary_id","customer_id","customer_country_code","beneficiary_type","beneficiary_country","beneficiary_name","beneficiary_add_line_1","beneficiary_add_line_2","beneficiary_city","account_number","bank_name","branch_name","bank_address","contact_mobile","contact_email","nickname","swift_code","iban_number","is_active","is_deleted","is_favourite","cooling_period","created_at","last_modified_at","created_by","last_modified_by","is_approved","is_rejected","admin_remarks","wallet_type","agent_id","beneficiary_currency","bank_gateway_code","has_branches","branch_code","biller_id","biller_category","biller_category_id","subcategory","subcategory_id","biller_name","biller_input_value","biller_input_label","biller_icon","biller_icon_url","biller_input_json","biller_input_value_json","api_key","wallet_code","input_label","input_label_ch"
256,R0012618,BW,BILL,BW,DSTV 1425,,,,,,,,,,Twst,,,true,false,false,,2026-05-14 13:03:28.878,2026-05-14 13:03:28.878,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"142563363",Smartcard Number,,,"{""accountNumber"":""142563363"",""customerName"":""Test""}",,,,,
257,R0012618,BW,BILL,BW,DSTV 5262,,,,,,,,,,Tgs,,,true,false,false,,2026-05-14 13:04:15.663,2026-05-14 13:04:15.663,,,,,,,,,BW-DSTV-BOXOFFICE,,,18,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Box Office,"5262626",Smartcard Number,,,"{""accountNumber"":""5262626"",""customerName"":""Tets""}",,,,,
258,R0012618,BW,BILL,BW,DSTV 1231,,,,,,,,,,Test,,,true,false,false,,2026-05-14 13:06:25.497,2026-05-14 13:06:25.497,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"123123",Smartcard Number,,,"{""accountNumber"":""123123"",""customerName"":""Test""}",,,,,
263,"002000925",BW,BILL,BW,DSTV 1445,,,,,,,,,,"",,,true,false,false,,2026-05-15 07:57:20.757,2026-05-15 07:57:20.757,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"14455",Smartcard Number,,,"{""accountNumber"":""14455"",""customerName"":""Df""}",,,,,
264,"002000925",BW,BILL,BW,DSTV 1234,,,,,,,,,,Test,,,true,false,false,,2026-05-15 08:51:29.505,2026-05-15 08:51:29.505,,,,,,,,,BW-DSTV-BOXOFFICE,,,18,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Box Office,"1234445566",Smartcard Number,,,"{""accountNumber"":""1234445566"",""customerName"":""Test""}",,,,,
277,"002000925",BW,OBR,BW,Test,,,,"2588825888",FIRST NATIONAL BANK BOTSWANA LMITED,"",,,,,,,true,false,,,2026-05-19 15:57:54.542,2026-05-19 15:57:54.542,,,,,,,,BWP,FIRNBWGX,false,,,,,,,,,,,,,,,,,
261,"002000925",BW,BILL,BW,DSTV 1233,,,,,,,,,,Testing,,,true,false,false,,2026-05-15 07:52:04.472,2026-05-15 09:10:45.668,,,,,,BILL,,,,,,17,Lifestyle and Services,2,Entertainment /Pay TV,,DSTV Payments,,,,,"{""accountNumber"":""1233"",""customerName"":""Te""}",,,,,
278,"002000925",BW,OBE,BW,Yshhs,,,,"36993699",BANK OF BOTSWANA,"",,,,,,,true,false,,,2026-05-19 15:59:27.686,2026-05-19 15:59:27.686,,,,,,,,BWP,BBOTBWGX,false,,,,,,,,,,,,,,,,,
259,"002000925",BW,BILL,BW,Botswana Power Corporation,,,,,,,,"","","",,,true,false,true,,2026-05-15 07:47:36.460,2026-05-15 09:54:51.579,,,,,,BILL,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,,,,,"{""accountNumber"":""1234567"",""customerName"":""Testb""}",,,,,
260,"002000925",BW,BILL,BW,DSTV Payments,,,,,,,,"","","",,,true,false,true,,2026-05-15 07:48:25.192,2026-05-15 09:55:45.346,,,,,,BILL,,,,,,17,Lifestyle and Services,2,Entertainment /Pay TV,,DSTV Payments,,,,,"{""accountNumber"":""1234455"",""customerName"":""Testing""}",,,,,
262,"002000925",BW,BILL,BW,DSTV 1233,,,,,,,,,,Tea,,,true,false,false,,2026-05-15 07:52:56.853,2026-05-15 09:57:29.437,,,,,,BILL,,,,,,17,Lifestyle and Services,2,Entertainment /Pay TV,,DSTV Payments,,,,,"{""accountNumber"":""12331425555666666667777777777727662626626262636363"",""customerName"":""Te""}",,,,,
265,"002000925",BW,BILL,BW,BOTS 1562,,,,,,,,,,"",,,true,false,false,,2026-05-15 10:56:19.372,2026-05-15 10:56:19.372,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"156262636",Meter Number,,,"{""accountNumber"":""156262636"",""customerName"":""Fags""}",,,,,
266,"002000925",BW,BILL,BW,DSTV 1351,,,,,,,,,,"",,,true,false,false,,2026-05-15 10:59:58.486,2026-05-15 10:59:58.486,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"13515151",Smartcard Number,,,"{""accountNumber"":""13515151"",""customerName"":""Gsgs""}",,,,,
267,"002000925",BW,BILL,BW,DSTV 1255,,,,,,,,,,"",,,true,false,false,,2026-05-15 13:48:25.554,2026-05-15 13:48:25.554,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"1255225",Smartcard Number,,,"{""accountNumber"":""1255225"",""customerName"":""Sushil""}",,,,,
268,R0029116,BW,IWL,BW,ORANGE-MONEY,,,,"1234567",,,,"787878888788877",,,,,true,false,,,2026-05-17 11:20:04.520,2026-05-17 11:20:04.520,,,,,,BW-ORANGE-B2C,,BWP,,,,,,,,,,,,,,,,,,,
269,"002000925",BW,OBE,BW,Ete,,,,"123456",ACCESS BANK BOTSWANA LIMITED,"",,,,,,,true,false,,,2026-05-19 14:19:55.995,2026-05-19 14:19:55.995,,,,,,,,BWP,FMBZBWGA,false,,,,,,,,,,,,,,,,,
270,"002000925",BW,OBE,BW,Tedt,,,,"123456789",BANK OF BOTSWANA,"",,,,,,,true,false,,,2026-05-19 14:37:57.366,2026-05-19 14:37:57.366,,,,,,,,BWP,BBOTBWGX,false,,,,,,,,,,,,,,,,,
271,"002000925",BW,OBE,BW,Test,,,,"1234567",ACCESS BANK BOTSWANA LIMITED,"",,,,,,,true,false,,,2026-05-19 14:40:52.137,2026-05-19 14:40:52.137,,,,,,,,BWP,FMBZBWGA,false,,,,,,,,,,,,,,,,,
272,"002000925",BW,WIB,BW,GAONE EUNICE MOGALEEMANG,,,,"0020115071111",,,,"2580258",,,,,true,false,,,2026-05-19 14:42:17.979,2026-05-19 14:42:17.979,,,,,,,,BWP,,,,,,,,,,,,,,,,,,,
273,"002000925",BW,BILL,BW,BOTS 1244,,,,,,,,,,"",,,true,false,false,,2026-05-19 15:39:35.786,2026-05-19 15:39:35.786,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"124455",Meter Number,,,"{""accountNumber"":""124455"",""customerName"":""Twst""}",,,,,
274,"002000925",BW,BILL,BW,MASC 7038,,,,,,,,,,"",,,true,false,false,,2026-05-19 15:40:08.602,2026-05-19 15:40:08.602,,,,,,,,,BW-MASCOM-AIRTIME,,,15,Airtime and Data,1,Airtime and Data,,Mascom Airtime,"7038785015",Mobile Number,,,"{""accountNumber"":""7038785015"",""customerName"":""Tedd""}",,,,,
275,"002000925",BW,BILL,BW,DSTV 1234,,,,,,,,,,"",,,true,false,false,,2026-05-19 15:40:40.803,2026-05-19 15:40:40.803,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"12344",Smartcard Number,,,"{""accountNumber"":""12344"",""customerName"":""Tg""}",,,,,
276,"002000925",BW,OBR,BW,Sushil shinde,,,,"2580025800",FIRST NATIONAL BANK BOTSWANA LMITED,"",,,,,,,true,false,,,2026-05-19 15:41:43.492,2026-05-19 15:41:43.492,,,,,,,,BWP,FIRNBWGX,false,,,,,,,,,,,,,,,,,
279,"002000925",BW,OBR,BW,Taba,,,,"14771477",ACCESS BANK BOTSWANA LIMITED,"",,,,,,,true,false,,,2026-05-19 16:00:30.904,2026-05-19 16:00:30.904,,,,,,,,BWP,FMBZBWGA,false,,,,,,,,,,,,,,,,,
280,"002000925",BW,OBR,BW,Fzgs,,,,"58005800",FIRST NATIONAL BANK BOTSWANA LMITED,"",,,,,,,true,false,,,2026-05-19 16:02:11.659,2026-05-19 16:02:11.659,,,,,,,,BWP,FIRNBWGX,false,,,,,,,,,,,,,,,,,
281,"002000925",BW,OBE,BW,Asa,,,,"14551455",BANK OF BOTSWANA,"",,,,,,,true,false,,,2026-05-19 16:02:52.564,2026-05-19 16:02:52.564,,,,,,,,BWP,BBOTBWGX,false,,,,,,,,,,,,,,,,,
282,"002000925",BW,INSAD,ZA,Ffdff,Frf,Fff,Fc,"12331233",ABSA BANK LIMITED,JOHANNESBURG,,"","","",ABSAZAJJ,"",true,false,false,,2026-05-19 16:09:15.267,2026-05-19 16:09:15.267,,,,,,"","",INR,,,,,,,,,,,,,,,,,,,
283,"002000925",BW,BILL,BW,MASC 9545,,,,,,,,,,"",,,true,false,false,,2026-05-19 16:19:53.029,2026-05-19 16:19:53.029,,,,,,,,,BW-MASCOM-AIRTIME,,,15,Airtime and Data,1,Airtime and Data,,Mascom Airtime,"9545027177",Mobile Number,,,"{""accountNumber"":""9545027177"",""customerName"":""Qaa""}",,,,,
284,R0029476,BW,OBR,BW,Xyz,,,,"97643108",BANK OF BOTSWANA,"",,,,,,,true,false,,,2026-05-20 10:38:29.680,2026-05-20 10:38:29.680,,,,,,,,BWP,BBOTBWGX,false,,,,,,,,,,,,,,,,,
285,R0029476,BW,INSW,CU,Abc,Janajjaka,Jakajaj,Jsksk,"0192837465",BANCO CENTRAL DE CUBA,BANCO CENTRAL DE CUBA,,"","","",BCCUCUHH,"",true,false,false,,2026-05-20 10:51:04.216,2026-05-20 10:51:04.216,,,,,,"","",BWP,,,,,,,,,,,,,,,,,,,
286,R0012618,BW,BILL,BW,BOTS 1421,,,,,,,,,,Test power,,,true,false,false,,2026-05-20 12:13:49.535,2026-05-20 12:13:49.535,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"14213509509",Meter Number,,,"{""accountNumber"":""14213509509"",""customerName"":""Power""}",,,,,
287,R0012618,BW,BILL,BW,DSTV 7016,,,,,,,,,,Test dstv,,,true,false,false,,2026-05-20 12:17:10.078,2026-05-20 12:17:10.078,,,,,,,,,BW-DSTV-BOXOFFICE,,,18,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Box Office,"7016982290",Smartcard Number,,,"{""accountNumber"":""7016982290"",""customerName"":""Test""}",,,,,
288,R0029476,BW,INSW,MZ,Ksksk,Kkak,Ndksk,New,"9283746510",BANCO INTERNACIONAL DE MOCAMBIQUE  S.A,BANCO INTERNACIONAL DE MOCAMBI,,"","","",BIMOMZMX,"",true,false,false,,2026-05-20 15:01:16.464,2026-05-20 15:01:16.464,,,,,,"","",USD,,,,,,,,,,,,,,,,,,,
289,"002000925",BW,OBE,BW,Qass,,,,"1234",ACCESS BANK BOTSWANA LIMITED,"",,,,,,,true,false,,,2026-05-21 08:06:40.417,2026-05-21 08:06:40.417,,,,,,,,BWP,FMBZBWGA,false,,,,,,,,,,,,,,,,,
290,R0029476,BW,INSW,US,Ksksk,Llakshsh,Bdnejn,Isneiwo,"0981237654",BANK OF BARODA,BANK OF BARODA,,"","","",BARBUS33,"",true,false,false,,2026-05-21 08:19:03.269,2026-05-21 08:19:03.269,,,,,,"","",USD,,,,,,,,,,,,,,,,,,,
291,R0029476,BW,BILL,BW,BOTS 8818,,,,,,,,,,"",,,true,false,false,,2026-05-21 11:54:59.195,2026-05-21 11:54:59.195,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"88181891",Meter Number,,,"{""accountNumber"":""88181891"",""customerName"":""Electricity""}",,,,,
292,R0029476,BW,BILL,BW,DSTV 8191,,,,,,,,,,Nick,,,true,false,false,,2026-05-21 11:57:12.109,2026-05-21 11:57:12.109,,,,,,,,,BW-DSTV-BOXOFFICE,,,18,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Box Office,"8191919",Smartcard Number,,,"{""accountNumber"":""8191919"",""customerName"":""DSTTEST""}",,,,,
293,"002000898",BW,OBE,BW,Asdf,,,,"12345",BANK OF BARODA (BOTSWANA) LIMITED,"",,,,,,,true,false,,,2026-05-21 13:13:43.947,2026-05-21 13:13:43.947,,,,,,,,BWP,BARBBWGX,false,,,,,,,,,,,,,,,,,
294,R0029476,BW,BILL,BW,DSTV 2837,,,,,,,,,,DT,,,true,false,false,,2026-05-21 14:38:05.043,2026-05-21 14:38:05.043,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"283746510",Smartcard Number,,,"{""accountNumber"":""283746510"",""customerName"":""DST""}",,,,,
298,"002000898",BW,BILL,BW,ORAN 9011,,,,,,,,,,Vv,,,true,false,false,,2026-05-25 07:54:34.960,2026-05-25 07:54:34.960,,,,,,,,,BW-ORANGE-AIRTIME,,,16,Airtime and Data,1,Airtime and Data,,Orange Airtime,"9011897334",Mobile Number,,,"{""accountNumber"":""9011897334"",""customerName"":""Vvvb""}",,,,,
304,"002000925",BW,OBR,BW,Tegs,,,,"12551255",BANK GABORONE LIMITED,"",,,,,,,true,false,,,2026-05-28 04:13:38.721,2026-05-28 04:13:38.721,,,,,,,,BWP,BGLIBWGX,false,,,,,,,,,,,,,,,,,
305,"002000925",BW,OBE,BW,Tvdc,,,,"25882588",BANK OF BARODA (BOTSWANA) LIMITED,"",,,,,,,true,false,,,2026-05-28 04:54:24.602,2026-05-28 04:54:24.602,,,,,,,,BWP,BARBBWGX,false,,,,,,,,,,,,,,,,,
307,"002000353",BW,BILL,BW,MASC 2677,,,,,,,,,,Tshego airtime ,,,true,false,false,,2026-05-28 06:53:16.023,2026-05-28 06:53:16.023,,,,,,,,,BW-MASCOM-AIRTIME,,,15,Airtime and Data,1,Airtime and Data,,Mascom Airtime,"26775959478",Mobile Number,,,"{""accountNumber"":""26775959478"",""customerName"":""Tshego airtime ""}",,,,,
308,R0012618,BW,BILL,BW,MASC 0836,,,,,,,,,,"",,,true,false,false,,2026-05-28 13:01:35.815,2026-05-28 13:01:35.815,,,,,,,,,BW-MASCOM-AIRTIME,,,15,Airtime and Data,1,Airtime and Data,,Mascom Airtime,"0836804075",Mobile Number,,,"{""accountNumber"":""0836804075"",""customerName"":""Bhavesh ""}",,,,,
309,"002000925",BW,OBR,BW,Tets,,,,"15801580",BANK GABORONE BOTSWANA LIMITED,"",,,,,,,true,false,,,2026-05-28 13:30:15.717,2026-05-28 13:30:15.717,,,,,,,,BWP,BGLIBWGX,false,,,,,,,,,,,,,,,,,
310,"002000925",BW,OBR,BW,Gag,,,,"12221222",ABSA BANK OF BOTSWANA,GEMVAS(2905),,,,,,,true,false,,,2026-05-28 13:38:18.446,2026-05-28 13:38:18.446,,,,,,,,BWP,BARCBWGX,true,"2905",,,,,,,,,,,,,,,,
306,"002000353",BW,BILL,BW,BOTS 1245,,,,,,,,,,Testing1,,,false,true,false,,2026-05-28 06:51:30.080,2026-05-28 21:12:50.171,,,,,,BILL,,,,,,19,Utilities,3,Electricity,,Botswana Power Corporation,,,,,"{""accountNumber"":""12453738"",""customerName"":""Testing""}",,,,,
311,"003001569",BW,BILL,BW,Botswana Power Corporation,,,,,,,,"","",Sdsd,,,true,false,true,,2026-06-01 08:59:05.896,2026-06-01 08:59:13.850,,,,,,BILL,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,,,,,"{""accountNumber"":""435545"",""customerName"":""Sdsdsd""}",,,,,
316,R0014359,BW,WIB,BW,KULDIP SATVEER AVNEET JAGDEEP LAKHVIR RUPRAH,,,,"0020081251001",,,,,,,,,true,false,,,2026-06-04 08:56:26.123,2026-06-04 08:56:26.123,,,,,,,,BWP,,,,,,,,,,,,,,,,,,,
302,"002000353",BW,BILL,BW,Botswana Power Corporation,,,,,,,,"","",Tshego,,,true,false,true,,2026-05-27 10:11:30.162,2026-07-09 16:49:55.927,,,,,,BILL,,,,,,19,Utilities,3,Electricity,,Botswana Power Corporation,,,,,"{""accountNumber"":""1420412365987"",""customerName"":""Tshego Power""}",,,,,
312,R0014359,BW,IWL,BW,ORANGE-MONEY,,,,"0832002419",,,,,,,,,true,false,,,2026-06-02 11:37:49.621,2026-06-02 11:37:49.621,,,,,,ORANGE-MONEY,,BWP,,,,,,,,,,,,,,,,,,,
313,R0014359,BW,IWL,BW,ORANGE-MONEY,,,,"26775959478",,,,,,,,,true,false,,,2026-06-02 11:39:31.244,2026-06-02 11:39:31.244,,,,,,ORANGE-MONEY,,BWP,,,,,,,,,,,,,,,,,,,
314,"002000925",BW,BILL,BW,BOTS 1234,,,,,,,,,,"",,,true,false,false,,2026-06-03 01:40:01.646,2026-06-03 01:40:01.646,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"123456",Meter Number,,,"{""accountNumber"":""123456"",""customerName"":""Hshs""}",,,,,
318,"002000925",BW,OBR,BW,Tsbsb,,,,"25802580",BANK OF BARODA (BOTSWANA) LIMITED,"",,,,,,,true,false,,,2026-06-04 15:43:22.291,2026-06-04 15:43:22.291,,,,,,,,BWP,BARBBWGX,false,,,,,,,,,,,,,,,,,
319,"002000179",BW,INSW,,Uhuhubyb,Ybubub,Gvyvybub,Jbubj,"123456",NEDBANK,LA LUCIA MALL; KZN,,"","","",NEDSZAJJ,"",true,false,false,,2026-06-09 13:45:19.121,2026-06-09 13:45:19.121,,,,,,"","",INR,,,,,,,,,,,,,,,,,,,
320,R0014359,BW,INSW,ZA,Bhavesh FNB,"12 Davies Road","12 Davies Road",Sandton,"62194896084",FIRSTRAND BANK LTD HEAD OFFICE INCL. DIVISIONS FIRST NATIONAL BANK  FNB CORPORAT,SAVEWAYS WITBANK 851,,+27832002419,Bhaveshmagan@gmail.com,"",FIRNZAJJ,"",true,false,false,,2026-06-11 07:28:23.030,2026-06-11 07:28:23.030,,,,,,"","",ZAR,,,,,,,,,,,,,,,,,,,
321,"002000925",BW,OBR,BW,Test,,,,"12341234",BANK OF BOTSWANA,"",,,,,,,true,false,,,2026-06-11 10:01:42.527,2026-06-11 10:01:42.527,,,,,,,,BWP,BBOTBWGX,false,,,,,,,,,,,,,,,,,
322,"002000179",BW,BILL,BW,DSTV 3445,,,,,,,,,,,,,true,false,false,,2026-06-11 12:43:12.104,2026-06-11 12:43:12.104,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"34455",Smartcard Number,,,"{""Smartcard Number"":""34455"",""Name"":""Amol""}","{""accountNumber"":""34455"",""customerName"":""Amol""}",,,,
238,"002000179",BW,BILL,BW,Orange Airtime,,,,,,,,"","",,,,true,false,false,,2026-05-13 06:19:25.701,2026-06-11 12:44:19.184,,,,,,BILL,,,BW-ORANGE-AIRTIME,,,16,Airtime and Data,1,Airtime and Data,,Orange Airtime,,,,,"{""accountNumber"":""0832002419"",""customerName"":""Bhavesh""}",,,,,
315,R0014359,BW,WIB,BW,G E MOGALEEMANG,,,,"0003101004140",,,,"832002419",Bhaveshmagan@gmail.com,Bhavesh,,,false,true,,,2026-06-04 08:54:46.455,2026-06-15 10:29:17.867,,,,,,,,BWP,,,,,,,,,,,,,,,,,,,
317,R0014359,BW,OBR,BW,Bots SPCA,,,,"62211359692",FIRST NATIONAL BANK BOTSWANA LMITED,"",,"","",SPCA,,,true,false,,,2026-06-04 08:59:54.383,2026-06-15 13:58:45.954,,,,,,OBR,,BWP,,,,,,,,,,,,,,,,,,,
297,R0012618,BW,INSW,ZA,Test,,,,"1234567",ABSA BANK LIMITED,ABSA BANK LIMITED,,"","","",ABSAZAJJ,"",true,false,true,,2026-05-25 06:32:07.921,2026-06-22 05:12:56.540,,,,,,INSW,"",USD,,,,,,,,,,,,,,,,,,,
295,"002011507",BW,BILL,BW,Botswana Power Corporation,,,,,,,,"","",Electricity Home,,,true,false,true,,2026-05-22 10:07:54.335,2026-07-02 15:25:07.957,,,,,,BILL,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,,,,,"{""accountNumber"":""14028096270"",""customerName"":""Gaone""}",,,,,
296,"002011507",BW,BILL,BW,DSTV Payments,,,,,,,,"","",Block Seven,,,true,false,true,,2026-05-22 11:45:57.184,2026-07-02 15:25:20.882,,,,,,BILL,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,,,,,"{""accountNumber"":""1234567"",""customerName"":""Gaone""}",,,,,
301,"002000353",BW,BILL,BW,Mascom Airtime,,,,,,,,,,Keba airtime,,,true,false,false,,2026-05-27 06:32:47.859,2026-07-08 12:17:19.024,,,,,,BILL,,,,,,15,Airtime and Data,1,Airtime and Data,,Mascom Airtime,,,,,"{""accountNumber"":""26771798806"",""customerName"":""Keba airtime""}",,,,,
303,"002000353",BW,BILL,BW,DSTV Payments,,,,,,,,"","",Luckydstv,,,true,false,true,,2026-05-27 10:13:59.953,2026-07-09 16:49:47.933,,,,,,BILL,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,,,,,"{""accountNumber"":""7021856322"",""customerName"":""Lucky""}",,,,,
323,"002000179",BW,BILL,BW,DSTV Box Office,,,,,,,,"","",Ab,,,true,false,true,,2026-06-11 12:46:00.900,2026-06-11 12:46:38.974,,,,,,BILL,,,BW-DSTV-BOXOFFICE,,,18,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Box Office,,,,,"{""Smartcard Number"":""0000"",""Name"":""Amol box""}",,,,,
324,"002000925",BW,OBR,BW,Qasw,,,,"1233512335",BANK GABORONE LIMITED,"",,,,,,,true,false,,,2026-06-12 04:39:52.480,2026-06-12 04:39:52.480,,,,,,,,BWP,BGLIBWGX,false,,,,,,,,,,,,,,,,,
325,"002000179",BW,OBE,BW,Abc,,,,"12345",ABSA BANK OF BOTSWANA,GEMVAS(2905),,,,,,,true,false,,,2026-06-12 04:55:39.360,2026-06-12 04:55:39.360,,,,,,,,BWP,BARCBWGX,true,"2905",,,,,,,,,,,,,,,,
326,R0012618,BW,WIB,BW,JUHI URF NILOFAR KHAN,,,,"0004501047362",,,,,,,,,true,false,,,2026-06-12 10:00:23.893,2026-06-12 10:00:23.893,,,,,,,,BWP,,,,,,,,,,,,,,,,,,,
327,R0020605,BW,WIB,BW,L SELEKE,,,,"0002503000554",,,,,,,,,true,false,,,2026-06-12 10:20:13.367,2026-06-12 10:20:13.367,,,,,,,,BWP,,,,,,,,,,,,,,,,,,,
328,R0012618,BW,OBE,BW,test,,,,"1234567890",BANK OF BARODA (BOTSWANA) LIMITED,"",,,,,,,true,false,,,2026-06-12 12:27:42.626,2026-06-12 12:27:42.626,,,,,,,,BWP,BARBBWGX,false,,,,,,,,,,,,,,,,,
329,"002000925",BW,BILL,BW,BOTS 1467,,,,,,,,,,,,,true,false,false,,2026-06-15 12:20:51.762,2026-06-15 12:20:51.762,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"146776",Meter Number,,,"{""Meter Number"":""146776"",""Name"":""Tedyg""}","{""accountNumber"":""146776"",""customerName"":""Tedyg""}",,,,
330,"002000925",BW,BILL,BW,BOTS 1234,,,,,,,,,,,,,true,false,false,,2026-06-15 12:21:46.495,2026-06-15 12:21:46.495,,,,,,,,,BW-PREPAID-ELECTRICITY,,,19,Utilities,3,Electricity,2,Botswana Power Corporation,"12345",Meter Number,,,"{""Meter Number"":""12345"",""Name"":""Yhbv""}","{""accountNumber"":""12345"",""customerName"":""Yhbv""}",,,,
331,"002000925",BW,BILL,BW,DSTV 1233,,,,,,,,,,,,,true,false,false,,2026-06-15 12:23:41.642,2026-06-15 12:23:41.642,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"12334",Smartcard Number,,,"{""Smartcard Number"":""12334"",""Name"":""Hsbs""}","{""accountNumber"":""12334"",""customerName"":""Hsbs""}",,,,
332,"002000925",BW,OBR,BW,Ushhsbs,,,,"36999369990",BANK OF BOTSWANA,"",,,,,,,true,false,,,2026-06-15 12:35:39.709,2026-06-15 12:35:39.709,,,,,,,,BWP,BBOTBWGX,false,,,,,,,,,,,,,,,,,
333,"002000925",BW,BILL,BW,DSTV 1552,,,,,,,,,,,,,true,false,false,,2026-06-15 13:09:27.678,2026-06-15 13:09:27.678,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"155252",Smartcard Number,,,"{""Smartcard Number"":""155252"",""Name"":""Gsgsv""}","{""accountNumber"":""155252"",""customerName"":""Gsgsv""}",,,,
334,"002000925",BW,OBR,BW,Test,,,,"2588025880",BANK GABORONE BOTSWANA LIMITED,"",,,,,,,true,false,,,2026-06-16 09:38:42.188,2026-06-16 09:38:42.188,,,,,,,,BWP,BGLIBWGX,false,,,,,,,,,,,,,,,,,
335,"002000925",BW,OBR,BW,Tehsbs,,,,"3699836998",BANK GABORONE LIMITED,"",,,,,,,true,false,,,2026-06-16 09:40:57.067,2026-06-16 09:40:57.067,,,,,,,,BWP,BGLIBWGX,false,,,,,,,,,,,,,,,,,
336,"002000925",BW,BILL,BW,DSTV 6377,,,,,,,,,,,,,true,false,false,,2026-06-16 09:43:28.734,2026-06-16 09:43:28.734,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"6377373",Smartcard Number,,,"{""Smartcard Number"":""6377373"",""Name"":""Gsgs""}","{""accountNumber"":""6377373"",""customerName"":""Gsgs""}",,,,
337,"002000925",BW,BILL,BW,DSTV 2526,,,,,,,,,,,,,true,false,false,,2026-06-16 09:45:09.549,2026-06-16 09:45:09.549,,,,,,,,,BW-DSTV,,,17,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Payments,"2526636",Smartcard Number,,,"{""Smartcard Number"":""2526636"",""Name"":""Vzvs""}","{""accountNumber"":""2526636"",""customerName"":""Vzvs""}",,,,
339,"002000353",BW,BILL,BW,DSTV 1234,,,,,,,,,,Tshego test,,,true,false,false,,2026-06-16 13:38:26.198,2026-06-16 13:38:26.198,,,,,,,,,BW-DSTV-BOXOFFICE,,,18,Lifestyle and Services,2,Entertainment /Pay TV,1,DSTV Box Office,"123456",Smartcard Number,,,"{""accountNumber"":""123456"",""customerName"":""Tshego test""}",,,,,
340,R0014359,BW,OBE,BW,Testing EFT,,,,"963741258",BANK OF BOTSWANA,"",,,,,,,true,false,,,2026-06-17 06:37:49.512,2026-06-17 06:37:49.512,,,,,,,,BWP,BBOTBWGX,false,,,,,,,,,,,,,,,,,
341,R0029099,BW,IWL,BW,ORANGE-MONEY,,,,"445555",,,,"45288888",T@dd.fhg,Test,,,true,false,,,2026-06-17 08:27:58.606,2026-06-17 08:27:58.606,,,,,,BW-ORANGE-B2C,,BWP,,,,,,,,,,,,,,,,,,,
342,R0029099,BW,IWL,BW,ORANGE-MONEY,,,,"85214455",,,,"5524448888",Gf@ddff.com,GTest,,,true,false,,,2026-06-17 08:36:15.646,2026-06-17 08:36:15.646,,,,,,BW-ORANGE-B2C,,BWP,,,,,,,,,,,,,,,,,,,
